"customer_id","churn_probability","tenure_in_months","monthly_charge","contract","internet_type","online_security","premium_tech_support"
"0927-CNGRH",0.666666666666667,1,35,"Month-to-Month","DSL","No","No"
"0927-LCSMG",0.743333333333333,35,85.3,"Month-to-Month","Fiber Optic","No","Yes"
"0928-JMXNP",0.683333333333333,23,74.95,"Month-to-Month","Cable","No","No"
"0928-XUTSN",0.88,4,45.65,"Month-to-Month","DSL","No","No"
"0929-HYQEW",0.683333333333333,12,53.65,"One Year","DSL","No","No"
"0929-PECLO",0.933333333333333,1,69.1,"Month-to-Month","Fiber Optic","No","No"
"0930-EHUZA",0.89,1,59.85,"Month-to-Month","Cable","No","No"
"0931-MHTEM",0.78,17,70,"Month-to-Month","Fiber Optic","No","No"
"0932-YIXYU",0.776666666666667,1,59.2,"Month-to-Month","DSL","No","No"
"0936-NQLJU",0.893333333333333,1,19.9,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"0939-EREMR",0.9,12,101.35,"Month-to-Month","Fiber Optic","No","No"
"0939-YAPAF",0.84,6,83.9,"Month-to-Month","Fiber Optic","No","No"
"0940-OUQEC",0.603333333333333,3,85.7,"Month-to-Month","Fiber Optic","No","No"
"0942-KOWSM",0.916666666666667,50,71.05,"Month-to-Month","Cable","No","No"
"0943-ZQPXH",0.766666666666667,1,45.1,"Month-to-Month","DSL","No","No"
"0945-TSONX",0.65,53,94.25,"One Year","Fiber Optic","No","No"
"0946-CLJTI",0.76,4,105.65,"One Year","Fiber Optic","No","Yes"
"0946-FKYTX",0.826666666666667,26,74.95,"Month-to-Month","Fiber Optic","No","No"
"0947-IDHRQ",0.7,12,44.55,"Month-to-Month","DSL","No","No"
"0947-MUGVO",0.816666666666667,1,50.9,"Month-to-Month","DSL","No","No"
"0952-KMEEH",0.773333333333333,24,49.55,"Month-to-Month","DSL","Yes","No"
"0953-LGOVU",0.86,28,106.15,"Month-to-Month","Fiber Optic","No","No"
"0956-ACVZC",0.74,30,94.1,"Month-to-Month","Fiber Optic","No","Yes"
"0956-SYCWG",0.913333333333333,1,91.3,"Month-to-Month","Fiber Optic","No","No"
"0958-YHXGP",0.986666666666667,37,92.5,"Month-to-Month","Fiber Optic","No","No"
"0959-WHOKV",0.646666666666667,8,69.7,"Month-to-Month","Fiber Optic","No","No"
"0960-HUWBM",0.863333333333333,25,99.5,"Month-to-Month","Fiber Optic","No","No"
"0961-ZWLVI",0.78,19,78.25,"Month-to-Month","Fiber Optic","No","No"
"0962-CQPWQ",0.893333333333333,29,98.5,"Month-to-Month","Fiber Optic","No","No"
"0963-ZBDRN",0.926666666666667,36,96.5,"Month-to-Month","Fiber Optic","No","No"
"0967-BMLBD",0.686666666666667,7,96.2,"Month-to-Month","Fiber Optic","No","No"
"0968-GSIKN",0.66,1,54.75,"Month-to-Month","DSL","No","No"
"0969-RGKCU",0.746666666666667,31,104.2,"Month-to-Month","Fiber Optic","No","Yes"
"0970-ETWGE",0.86,11,100.75,"Month-to-Month","Fiber Optic","No","No"
"0970-QXPXW",0.7,8,71.15,"Month-to-Month","DSL","Yes","Yes"
"0971-QIFJK",0.673333333333333,19,44.85,"One Year","DSL","No","No"
"0973-KYVNF",0.973333333333333,3,80.4,"Month-to-Month","Fiber Optic","No","No"
"0975-UYDTX",0.753333333333333,21,94.25,"Month-to-Month","Fiber Optic","No","No"
"0975-VOOVL",0.94,1,74.4,"Month-to-Month","Fiber Optic","No","No"
"0979-MOZQI",0.683333333333333,39,80,"One Year","DSL","Yes","Yes"
"0979-PHULV",0.93,1,69.55,"Month-to-Month","Fiber Optic","No","No"
"0980-FEXWF",0.853333333333333,10,89.5,"Month-to-Month","Fiber Optic","No","No"
"0980-PVMRC",0.643333333333333,9,74.25,"Month-to-Month","Fiber Optic","Yes","No"
"0983-TATYJ",0.736666666666667,22,94.65,"Month-to-Month","Fiber Optic","No","No"
"0988-AADSA",0.736666666666667,4,100.85,"Month-to-Month","Fiber Optic","No","Yes"
"0988-JRWWP",0.993333333333333,3,86.85,"Month-to-Month","Fiber Optic","No","No"
"0991-BRRFB",0.97,5,81.3,"Month-to-Month","Fiber Optic","No","No"
"0993-OSGPT",0.943333333333333,8,92.1,"Month-to-Month","Fiber Optic","No","No"
"0997-YTLNY",0.98,13,89.05,"Month-to-Month","Fiber Optic","No","Yes"
"0999-QXNSA",0.843333333333333,8,-5,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1000-AJSLD",0.736666666666667,31,78.45,"Month-to-Month","Fiber Optic","No","Yes"
"1004-NOZNR",0.833333333333333,3,88.3,"Month-to-Month","Fiber Optic","Yes","Yes"
"1009-IRMNA",0.686666666666667,46,95.25,"One Year","Fiber Optic","No","No"
"1010-DIAUQ",0.96,5,94.45,"Month-to-Month","Fiber Optic","No","No"
"1013-QCWAM",0.926666666666667,1,45.1,"Month-to-Month","DSL","No","No"
"1015-JPFYW",0.833333333333333,2,20.35,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1015-OWJKI",0.88,1,55.8,"Month-to-Month","Cable","Yes","No"
"1016-DJTSV",0.92,2,44.95,"Month-to-Month","DSL","No","No"
"1017-FBQMM",0.976666666666667,4,79.15,"Month-to-Month","Fiber Optic","No","No"
"1020-JPQOW",0.863333333333333,4,90.05,"Month-to-Month","Fiber Optic","No","No"
"1022-RKXDR",0.903333333333333,6,74.9,"Month-to-Month","Fiber Optic","No","No"
"1023-BQXZE",0.85,5,99.15,"Month-to-Month","Fiber Optic","No","Yes"
"1024-GUALD",0.87,1,45.85,"Month-to-Month","Cable","No","No"
"1024-KPRBB",0.95,30,79.65,"Month-to-Month","Fiber Optic","No","No"
"1024-VRZHF",0.786666666666667,17,85.35,"Month-to-Month","Fiber Optic","Yes","No"
"1025-FALIX",0.643333333333333,6,56.25,"Month-to-Month","DSL","Yes","No"
"1027-LKKQQ",0.7,1,20.5,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1028-FFNJK",0.943333333333333,1,74.35,"Month-to-Month","Fiber Optic","No","No"
"1029-QFBEN",0.916666666666667,8,80.1,"Month-to-Month","Fiber Optic","No","No"
"1031-IIDEO",0.753333333333333,9,74.75,"Month-to-Month","Fiber Optic","No","No"
"1032-MAELW",0.913333333333333,19,79.85,"Month-to-Month","Fiber Optic","No","No"
"1035-IPQPU",0.933333333333333,7,86.25,"Month-to-Month","Fiber Optic","No","No"
"1036-GUDCL",0.673333333333333,40,101.3,"Month-to-Month","Cable","No","No"
"1038-RQOST",0.923333333333333,3,79.65,"Month-to-Month","Fiber Optic","No","Yes"
"1038-ZAGBI",0.696666666666667,53,93.9,"Month-to-Month","Fiber Optic","Yes","No"
"1041-RXHRA",0.863333333333333,12,98.9,"Month-to-Month","Cable","Yes","Yes"
"1042-HFUCW",0.796666666666667,1,50.75,"Month-to-Month","DSL","No","No"
"1043-UXOVO",0.643333333333333,68,75.8,"One Year","DSL","No","Yes"
"1043-YCUTE",0.743333333333333,7,34.5,"Month-to-Month","Cable","Yes","Yes"
"1045-LTCYT",0.903333333333333,19,90.6,"Month-to-Month","Fiber Optic","Yes","No"
"1047-NNCBF",0.873333333333333,2,70.65,"Month-to-Month","Fiber Optic","No","No"
"1047-RNXZV",0.823333333333333,1,54.35,"Month-to-Month","DSL","No","No"
"1049-FYSYG",0.843333333333333,1,55,"Month-to-Month","DSL","No","No"
"1051-EQPZR",0.686666666666667,67,79.7,"Two Year","DSL","Yes","No"
"1051-GEJLJ",0.766666666666667,1,44.4,"Month-to-Month","DSL","No","No"
"1052-QJIBV",0.793333333333333,6,85.15,"Month-to-Month","Fiber Optic","Yes","No"
"1053-MXTTK",0.86,14,90.9,"Month-to-Month","Fiber Optic","No","No"
"1057-FOGLZ",0.946666666666667,16,94.45,"Month-to-Month","Fiber Optic","No","Yes"
"1060-ENTOF",0.62,3,20.55,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1061-PNTHC",0.796666666666667,23,104.05,"Month-to-Month","Fiber Optic","No","Yes"
"1062-LHZOD",0.65,25,74.3,"One Year","DSL","Yes","Yes"
"1063-DHQJF",0.976666666666667,1,74.5,"Month-to-Month","Fiber Optic","No","No"
"1064-FBXNK",0.996666666666667,2,93.85,"Month-to-Month","Fiber Optic","No","No"
"1066-JKSGK",0.823333333333333,3,36.85,"Month-to-Month","DSL","No","Yes"
"1069-QJOEE",0.656666666666667,2,44.65,"Month-to-Month","DSL","No","No"
"1069-XAIEM",0.84,46,101,"Month-to-Month","Fiber Optic","No","No"
"1073-XXCZD",0.793333333333333,5,85.75,"Month-to-Month","Fiber Optic","No","Yes"
"1074-AMIOH",0.97,13,74.3,"Month-to-Month","Fiber Optic","No","No"
"1074-WVEVG",0.643333333333333,2,19.85,"One Year","No Internet Service","No Internet Service","No Internet Service"
"1075-BGWOH",0.856666666666667,52,105.05,"Month-to-Month","Fiber Optic","No","No"
"1077-HUUJM",0.696666666666667,16,20.25,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1078-TDCRN",0.65,35,72.25,"Month-to-Month","DSL","Yes","Yes"
"1080-BWSYE",0.926666666666667,1,69.7,"Month-to-Month","Fiber Optic","No","No"
"1084-MNSMJ",0.816666666666667,11,74.95,"Month-to-Month","Fiber Optic","No","No"
"1084-UQCHV",0.813333333333333,6,74.4,"Month-to-Month","Fiber Optic","No","No"
"1085-LDWAM",0.966666666666667,1,69.8,"Month-to-Month","Fiber Optic","No","No"
"1086-LXKFY",0.986666666666667,16,84.75,"Month-to-Month","Fiber Optic","No","No"
"1087-GRUYI",0.66,2,80.2,"Month-to-Month","Fiber Optic","No","No"
"1087-UDSIH",0.703333333333333,7,19.25,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1088-AUUZZ",0.726666666666667,10,80.05,"Month-to-Month","Fiber Optic","No","No"
"1088-CNNKB",0.806666666666667,16,72.65,"Month-to-Month","Fiber Optic","No","No"
"1089-HDMKP",0.853333333333333,5,85.2,"Month-to-Month","Fiber Optic","No","No"
"1089-XZWHH",0.913333333333333,1,69.65,"Month-to-Month","Fiber Optic","No","No"
"1090-ESELR",0.873333333333333,70,102.95,"Month-to-Month","Fiber Optic","No","No"
"1090-PYKCI",0.686666666666667,49,90.05,"Month-to-Month","Fiber Optic","No","No"
"1091-SOZGA",0.7,10,80.25,"Month-to-Month","Fiber Optic","No","No"
"1092-GANHU",0.673333333333333,22,55.15,"One Year","DSL","No","Yes"
"1092-WPIVQ",0.706666666666667,43,56.15,"Month-to-Month","DSL","No","No"
"1093-YSWCA",0.603333333333333,13,49.15,"Month-to-Month","DSL","No","No"
"1094-BKOSX",0.736666666666667,3,75.8,"Month-to-Month","Fiber Optic","No","No"
"1095-JUDTC",0.783333333333333,16,91.55,"Month-to-Month","Fiber Optic","No","Yes"
"1095-WGNGG",0.8,4,-1,"Month-to-Month","Fiber Optic","No","No"
"1096-ADRUX",0.803333333333333,3,79.1,"Month-to-Month","Fiber Optic","Yes","No"
"1097-FSPVW",0.856666666666667,6,105.3,"Month-to-Month","Fiber Optic","No","No"
"1098-KFQEC",0.753333333333333,3,-4,"Month-to-Month","Cable","Yes","No"
"1098-TDVUQ",0.603333333333333,56,24.9,"One Year","No Internet Service","No Internet Service","No Internet Service"
"1099-BTKWT",0.806666666666667,25,98.5,"Month-to-Month","Fiber Optic","No","No"
"1099-GODLO",0.966666666666667,1,69.85,"Month-to-Month","Fiber Optic","No","No"
"1100-DDVRV",0.653333333333333,25,90.4,"One Year","Fiber Optic","No","No"
"1101-SSWAG",0.993333333333333,1,81.1,"Month-to-Month","Fiber Optic","No","No"
"1104-FEJAM",0.75,8,30.45,"Month-to-Month","Cable","Yes","No"
"1104-TNLZA",0.91,7,93.85,"Month-to-Month","Fiber Optic","No","No"
"1106-HRLKZ",0.663333333333333,35,85.15,"One Year","Fiber Optic","No","No"
"1110-KYLGQ",0.833333333333333,15,79.4,"Month-to-Month","Fiber Optic","No","No"
"1112-CUNAO",0.903333333333333,6,80.5,"Month-to-Month","Fiber Optic","No","Yes"
"1113-IUJYX",0.76,13,55.95,"Month-to-Month","DSL","No","No"
"1114-CENIM",0.836666666666667,21,102.8,"Month-to-Month","Fiber Optic","No","Yes"
"1116-DXXDF",0.666666666666667,19,95.15,"Month-to-Month","Fiber Optic","Yes","No"
"1116-FRYVH",0.776666666666667,2,62.05,"Month-to-Month","Cable","No","No"
"1120-BMWUB",0.736666666666667,1,19.3,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1121-QSIVB",0.83,17,45.05,"Month-to-Month","DSL","No","No"
"1122-JWTJW",0.74,18,57.45,"Month-to-Month","DSL","No","No"
"1122-YJBCS",0.96,2,88.55,"Month-to-Month","Fiber Optic","No","No"
"1125-SNVCK",0.693333333333333,55,54.55,"Month-to-Month","DSL","No","Yes"
"1131-ALZWV",0.723333333333333,31,55.25,"Month-to-Month","DSL","No","Yes"
"1131-QQZEB",0.803333333333333,1,70.1,"Month-to-Month","Fiber Optic","No","No"
"1131-SUEKT",0.68,22,69.25,"Month-to-Month","Fiber Optic","No","No"
"1133-KXCGE",0.956666666666667,11,84.8,"Month-to-Month","Fiber Optic","No","No"
"1134-YWTYF",0.68,56,100.3,"One Year","Fiber Optic","No","No"
"1135-HIORI",0.903333333333333,2,79.6,"Month-to-Month","Cable","No","No"
"1135-LMECX",0.766666666666667,44,84.8,"Month-to-Month","Fiber Optic","No","No"
"1136-XGEQU",0.746666666666667,1,55.55,"Month-to-Month","DSL","No","No"
"1137-DGOWI",0.786666666666667,1,24.75,"Month-to-Month","DSL","No","No"
"1139-WUOAH",0.856666666666667,26,98.35,"Month-to-Month","Fiber Optic","No","No"
"1140-UKVZG",0.833333333333333,1,50.1,"Month-to-Month","DSL","No","No"
"1142-IHLOO",0.99,4,84.6,"Month-to-Month","Cable","No","No"
"1142-WACZW",0.933333333333333,1,70.4,"Month-to-Month","Fiber Optic","No","No"
"1143-NMNQJ",0.723333333333333,1,19.45,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1150-FTQGN",0.833333333333333,4,70.4,"Month-to-Month","Fiber Optic","No","No"
"1150-WFARN",0.74,2,74.75,"Month-to-Month","Fiber Optic","No","No"
"1153-GNOLC",0.733333333333333,47,110.85,"One Year","Fiber Optic","Yes","Yes"
"1154-HYWWO",0.723333333333333,59,99.5,"One Year","Fiber Optic","No","No"
"1156-ZFYDO",0.946666666666667,5,81,"Month-to-Month","Fiber Optic","No","No"
"1157-BQCUW",0.753333333333333,1,60,"Month-to-Month","DSL","Yes","Yes"
"1159-WFSGR",0.706666666666667,48,103.25,"One Year","Fiber Optic","Yes","No"
"1162-ECVII",0.93,38,99.55,"Month-to-Month","Fiber Optic","No","Yes"
"1163-ONYEY",0.936666666666667,1,68.95,"Month-to-Month","Fiber Optic","No","No"
"1163-VIPRI",0.95,4,79.9,"Month-to-Month","Fiber Optic","No","No"
"1166-PQLGG",0.953333333333333,2,44.7,"Month-to-Month","Cable","No","No"
"1167-OYZJF",0.826666666666667,23,-7,"Month-to-Month","Fiber Optic","No","No"
"1169-SAOCL",0.77,30,100.2,"Month-to-Month","Fiber Optic","No","No"
"1169-WCVAK",0.753333333333333,29,80.15,"Month-to-Month","Fiber Optic","No","No"
"1170-SASML",0.903333333333333,20,79.15,"Month-to-Month","Fiber Optic","Yes","No"
"1171-TYKUR",0.716666666666667,13,84.45,"Month-to-Month","Fiber Optic","No","No"
"1172-VIYBP",0.976666666666667,8,100.6,"Month-to-Month","Fiber Optic","No","No"
"1173-NOEYG",0.996666666666667,1,86.05,"Month-to-Month","Fiber Optic","No","No"
"1173-XZPYF",0.676666666666667,46,96.05,"Month-to-Month","Cable","No","No"
"1174-FGIFN",0.753333333333333,29,94.65,"Month-to-Month","Fiber Optic","Yes","No"
"1177-XZBJL",0.96,1,86,"Month-to-Month","Fiber Optic","No","No"
"1178-PZGAB",0.833333333333333,1,44.9,"Month-to-Month","DSL","No","No"
"1179-INLAT",0.666666666666667,70,104,"Two Year","Fiber Optic","Yes","Yes"
"1183-CANVH",0.776666666666667,1,44.1,"Month-to-Month","DSL","No","No"
"1184-PJVDB",0.973333333333333,1,69.65,"Month-to-Month","Fiber Optic","No","No"
"1187-WILMM",0.833333333333333,24,90.35,"Month-to-Month","Fiber Optic","No","No"
"1193-RTSLK",0.703333333333333,1,20,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1194-BHJYC",0.836666666666667,32,69.75,"Month-to-Month","Fiber Optic","No","No"
"1194-HVAIF",0.813333333333333,8,87.1,"Month-to-Month","Fiber Optic","No","No"
"1194-SPVSP",0.83,1,19.8,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1195-OIYEJ",0.743333333333333,11,19.95,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1196-AMORA",0.87,1,20.15,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1197-BVMVG",0.913333333333333,29,98.65,"Month-to-Month","Fiber Optic","No","Yes"
"1200-TUZHR",0.693333333333333,11,41.6,"One Year","DSL","No","No"
"1202-KKGFU",0.676666666666667,9,79.35,"Month-to-Month","Cable","No","No"
"1205-WNWPJ",0.983333333333333,1,94.6,"Month-to-Month","Fiber Optic","No","No"
"1206-EHBDD",0.753333333333333,31,86.55,"Month-to-Month","Fiber Optic","No","No"
"1207-BLKSA",0.693333333333333,56,104.55,"One Year","Fiber Optic","Yes","No"
"1208-DNHLN",0.843333333333333,3,53.4,"Month-to-Month","DSL","No","No"
"1208-NBVFH",0.766666666666667,5,84.5,"Month-to-Month","Fiber Optic","Yes","No"
"1209-VFFOC",0.793333333333333,3,69.65,"Month-to-Month","Fiber Optic","No","No"
"1212-GLHMD",0.653333333333333,1,53.55,"Month-to-Month","Cable","No","No"
"1213-NGCUN",0.643333333333333,11,19.25,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1215-EXRMO",0.973333333333333,4,88.95,"Month-to-Month","Fiber Optic","No","No"
"1215-FIGMP",0.966666666666667,4,85.95,"Month-to-Month","Fiber Optic","No","No"
"1215-VFYVK",0.766666666666667,7,-4,"Month-to-Month","DSL","No","No"
"1216-BGTSP",0.96,35,101.4,"Month-to-Month","Fiber Optic","No","No"
"1216-JWVUX",0.94,1,75.35,"Month-to-Month","Fiber Optic","No","No"
"1217-VASWC",0.736666666666667,68,95.9,"Month-to-Month","Fiber Optic","No","No"
"1218-VKFPE",0.696666666666667,50,109.65,"Two Year","Fiber Optic","Yes","Yes"
"1219-NNDDO",0.666666666666667,54,82.45,"One Year","DSL","Yes","Yes"
"1221-GHZEP",0.856666666666667,7,69.35,"Month-to-Month","Fiber Optic","No","No"
"1222-KJNZD",0.763333333333333,6,44.75,"Month-to-Month","Cable","No","No"
"1222-LRYKO",0.783333333333333,2,-2,"Month-to-Month","Fiber Optic","No","No"
"1223-UNPKS",0.793333333333333,1,20.05,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1226-IENZN",0.873333333333333,1,75.55,"Month-to-Month","Fiber Optic","No","No"
"1226-JZNKR",0.636666666666667,1,-9,"Month-to-Month","Cable","No","No"
"1226-UDFZR",0.95,1,75.35,"Month-to-Month","Fiber Optic","No","No"
"1227-UDMZR",0.703333333333333,39,50.75,"Month-to-Month","DSL","No","No"
"1228-FZFRV",0.75,60,50.8,"Month-to-Month","Cable","No","No"
"1228-ZLNBX",0.88,1,45.3,"Month-to-Month","Cable","No","No"
"1229-RCALF",0.873333333333333,18,39.05,"Month-to-Month","Cable","No","No"
"1230-QAJDW",0.733333333333333,58,109.45,"Two Year","Fiber Optic","Yes","No"
"1231-YNDEK",0.87,3,91.5,"Month-to-Month","Fiber Optic","No","No"
"1236-WFCDV",0.85,43,110.75,"Month-to-Month","Fiber Optic","No","Yes"
"1237-WIYYZ",0.64,1,45.95,"Month-to-Month","Cable","No","No"
"1240-HCBOH",0.843333333333333,11,73.5,"Month-to-Month","Fiber Optic","Yes","No"
"1240-KNSEZ",0.913333333333333,25,105.95,"Month-to-Month","Fiber Optic","No","No"
"1241-EZFMJ",0.903333333333333,1,69.8,"Month-to-Month","Fiber Optic","No","No"
"1241-FPMOF",0.8,33,103.7,"One Year","Fiber Optic","Yes","No"
"1245-HARPS",0.81,10,98.55,"Month-to-Month","Fiber Optic","Yes","No"
"1247-QBVSH",0.693333333333333,10,29.65,"Month-to-Month","Cable","No","Yes"
"1248-DYXUB",0.76,9,58.5,"Month-to-Month","Cable","Yes","Yes"
"1251-KRREG",0.703333333333333,2,75.8,"Month-to-Month","Fiber Optic","No","No"
"1251-STYSZ",0.966666666666667,4,25.2,"Month-to-Month","DSL","No","No"
"1254-IZEYF",0.966666666666667,1,90.85,"Month-to-Month","Fiber Optic","No","No"
"1257-SXUXQ",0.75,9,66.25,"Month-to-Month","Cable","No","Yes"
"1258-YMZNM",0.933333333333333,4,46,"Month-to-Month","Cable","No","No"
"1260-TTRXI",0.993333333333333,1,95.1,"Month-to-Month","Fiber Optic","No","No"
"1261-FWTTE",0.843333333333333,22,40.05,"Month-to-Month","Cable","Yes","No"
"1262-OPMFY",1,1,69.5,"Month-to-Month","Fiber Optic","No","No"
"1264-BYWMS",0.773333333333333,54,74,"Month-to-Month","Fiber Optic","No","No"
"1264-FUHCX",0.993333333333333,1,85.7,"Month-to-Month","Fiber Optic","No","No"
"1265-BCFEO",0.91,1,75.7,"Month-to-Month","Fiber Optic","No","No"
"1265-HVPZB",0.623333333333333,39,30.1,"Month-to-Month","DSL","No","No"
"1265-XTECC",0.766666666666667,19,39.65,"Month-to-Month","DSL","No","No"
"1265-ZFOSD",0.75,2,55.05,"Month-to-Month","DSL","No","Yes"
"1266-NZYUI",0.83,33,104.4,"Month-to-Month","Fiber Optic","No","No"
"1268-ASBGA",0.7,13,80.85,"Month-to-Month","Fiber Optic","No","No"
"1269-FOYWN",0.943333333333333,8,86.55,"Month-to-Month","Fiber Optic","No","No"
"1270-XKUCC",0.79,8,29.4,"Month-to-Month","DSL","No","No"
"1271-SJBGZ",0.756666666666667,57,112.95,"Two Year","Fiber Optic","Yes","No"
"1271-UODNO",0.953333333333333,1,74.7,"Month-to-Month","Fiber Optic","No","No"
"1272-ILHFG",0.983333333333333,33,94.5,"Month-to-Month","Fiber Optic","No","No"
"1273-MTETI",0.81,4,24.45,"Month-to-Month","DSL","No","No"
"1282-IHQAC",0.963333333333333,1,80.85,"Month-to-Month","Fiber Optic","No","No"
"1285-OKIPP",0.95,2,69.6,"Month-to-Month","Fiber Optic","No","No"
"1291-CUOCY",0.976666666666667,2,85.55,"Month-to-Month","Fiber Optic","No","No"
"1293-BSEUN",0.926666666666667,36,90.85,"Month-to-Month","Fiber Optic","Yes","No"
"1293-HHSHJ",0.75,11,104.05,"Month-to-Month","Fiber Optic","No","Yes"
"1297-VQDRP",0.796666666666667,4,49.4,"Month-to-Month","Cable","Yes","No"
"1298-PHBTI",0.786666666666667,10,100.25,"Month-to-Month","Fiber Optic","Yes","No"
"1299-AURJA",0.676666666666667,3,101.55,"Month-to-Month","Fiber Optic","No","No"
"1301-LOPVR",0.813333333333333,32,80.35,"Month-to-Month","Fiber Optic","No","No"
"1302-TPUBN",0.88,32,85.95,"Month-to-Month","Fiber Optic","No","No"
"1302-UHBDD",0.92,2,87.15,"Month-to-Month","Fiber Optic","No","No"
"1303-SRDOK",0.863333333333333,2,94.95,"Month-to-Month","Fiber Optic","No","No"
"1304-BCCFO",0.616666666666667,1,24.2,"Month-to-Month","Cable","No","No"
"1304-NECVQ",0.656666666666667,1,20.2,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1304-SEGFY",0.986666666666667,9,84.4,"Month-to-Month","Fiber Optic","No","No"
"1306-RPWXZ",0.856666666666667,13,79.8,"Month-to-Month","Fiber Optic","No","No"
"1307-ATKGB",0.75,51,94.65,"Month-to-Month","Fiber Optic","No","No"
"1307-TVUFB",0.803333333333333,20,88.7,"Month-to-Month","Fiber Optic","No","No"
"1309-BXVOQ",0.67,36,85.25,"Month-to-Month","Fiber Optic","No","No"
"1309-XGFSN",0.923333333333333,1,70.6,"Month-to-Month","Fiber Optic","No","No"
"1310-QRITU",0.76,1,35.75,"Month-to-Month","Cable","No","No"
"1319-YLZJG",0.946666666666667,5,93.9,"Month-to-Month","Fiber Optic","No","No"
"1320-GVNHT",0.99,8,84,"Month-to-Month","Fiber Optic","No","No"
"1320-HTRDR",0.933333333333333,32,80.3,"Month-to-Month","Fiber Optic","No","No"
"1320-REHCS",0.956666666666667,1,79.6,"Month-to-Month","Fiber Optic","No","No"
"1322-AGOQM",0.916666666666667,4,99.8,"Month-to-Month","Fiber Optic","No","No"
"1323-OOEPC",0.966666666666667,1,101.45,"Month-to-Month","Fiber Optic","No","No"
"1324-NLTJE",0.783333333333333,25,89.15,"Month-to-Month","Fiber Optic","No","No"
"1325-USMEC",0.676666666666667,69,108.4,"Two Year","Fiber Optic","No","Yes"
"1328-EUZHC",0.633333333333333,2,70.35,"Month-to-Month","Fiber Optic","No","No"
"1329-VHWNP",0.813333333333333,3,91.85,"Month-to-Month","Fiber Optic","No","No"
"1333-PBMXB",0.85,11,79.5,"Month-to-Month","Fiber Optic","No","No"
"1334-FJSVR",0.673333333333333,62,102,"One Year","Fiber Optic","Yes","Yes"
"1334-PDUKM",0.983333333333333,7,81.1,"Month-to-Month","Fiber Optic","No","No"
"1335-HQMKX",0.61,65,74.8,"Two Year","DSL","Yes","Yes"
"1335-MXCSE",0.803333333333333,61,106,"One Year","Cable","Yes","No"
"1335-NTIUC",0.81,3,25.3,"Month-to-Month","DSL","No","No"
"1336-EZFZY",0.82,24,99.3,"Month-to-Month","Fiber Optic","No","No"
"1337-BOZWO",0.836666666666667,4,60.4,"Month-to-Month","Cable","Yes","Yes"
"1338-CECEE",0.95,2,24.35,"Month-to-Month","DSL","No","No"
"1342-JPNKI",0.84,2,66.4,"Month-to-Month","Cable","Yes","No"
"1343-EHPYB",0.933333333333333,1,80.25,"Month-to-Month","Fiber Optic","No","No"
"1345-GKDZZ",0.89,34,87.45,"Month-to-Month","Fiber Optic","No","No"
"1345-ZUKID",0.763333333333333,69,103.95,"Month-to-Month","Fiber Optic","No","No"
"1346-PJWTK",0.77,54,100.1,"Month-to-Month","Fiber Optic","No","Yes"
"1346-UFHAX",0.81,1,19.9,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"1347-KTTTA",0.923333333333333,12,94.2,"Month-to-Month","Fiber Optic","No","No"
"1349-WXNGG",0.873333333333333,12,84.5,"Month-to-Month","Fiber Optic","No","No"
"1352-HNSAW",0.81,49,99.05,"Month-to-Month","Fiber Optic","No","No"
"1352-VHKAJ",0.966666666666667,1,69.75,"Month-to-Month","Fiber Optic","No","No"
"1353-GHZOS",0.843333333333333,1,69.85,"Month-to-Month","Fiber Optic","No","No"
"1353-LJWEM",0.88,1,45.3,"Month-to-Month","DSL","No","No"
"1354-YZFNB",0.96,2,79.2,"Month-to-Month","Fiber Optic","No","No"
"1355-KUSBG",0.82,1,75.3,"Month-to-Month","Fiber Optic","No","No"
"1356-MKYSK",0.813333333333333,16,96.15,"Month-to-Month","Fiber Optic","No","No"
"1357-BIJKI",0.986666666666667,3,94.6,"Month-to-Month","Fiber Optic","No","No"
"1357-MVDOZ",0.626666666666667,9,85.35,"Month-to-Month","Fiber Optic","No","No"
"1360-JYXKQ",0.856666666666667,28,101.3,"Month-to-Month","Fiber Optic","No","Yes"
"1360-RCYRT",0.876666666666667,22,84.3,"Month-to-Month","Fiber Optic","No","No"
"1360-XFJMR",0.943333333333333,1,70,"Month-to-Month","Fiber Optic","No","No"
"1363-TXLSL",0.876666666666667,22,100.75,"Month-to-Month","Fiber Optic","Yes","No"
